Statement,Summary,Importance Score,Direction,Link,Source
President Joe Biden’s immigration policy was “a giant voter importation scam.”,President Joe Biden’s immigration policy was “a giant voter importation scam.”,0.0,Negative,https://www.politifact.com/factchecks/2025/feb/21/elon-musk/fact-check-elon-musk-cpac-bidens-immigration-polic/,Elon Musk
El congresista Adriano Espaillat muestra “La nueva bandera que están promoviendo para República Dominicana que se va a llamar 'DominicoHaiti'”.,El congresista Adriano Espaillat muestra “La nueva bandera que están promoviendo para República Dominicana que se va a llamar 'DominicoHaiti'”.,0.11390237471541349,Negative,https://www.politifact.com/factchecks/2025/feb/21/facebook-posts/el-congresista-adriano-espaillat-no-promovio-una-n/,Facebook posts
“US Debt Clock” numbers prove “DOGE has saved taxpayers $64 billion dollars in just 17 days.”,“US Debt Clock” numbers prove “DOGE has saved taxpayers $64 billion dollars in just 17 days.”,0.0,Positive,https://www.politifact.com/factchecks/2025/feb/21/social-media/does-a-us-debt-clock-prove-doge-has-saved-64-billi/,Social Media
"Video shows White House Press Secretary Karoline Leavitt saying Americans can get $4,800 subsidy because Department of Government Efficiency cuts found “extra money.”","Video shows White House Press Secretary Karoline Leavitt saying Americans can get $4,800 subsidy because Department of Government Efficiency cuts found “extra money.”",0.041532123295265615,Positive,https://www.politifact.com/factchecks/2025/feb/21/facebook-posts/video-of-karoline-leavitt-offering-americans-a-480/,Facebook posts
"Says Barron Trump posted on X, “We’re on the brink of uncovering a dark legacy in this country that’s been hidden for far too long.”","Says Barron Trump posted on X, “We’re on the brink of uncovering a dark legacy in this country that’s been hidden for far too long.”",0.0,Negative,https://www.politifact.com/factchecks/2025/feb/21/instagram-posts/no-barron-trump-didnt-say-this-about-uncovering-a/,Instagram posts
"Says Elon Musk said on X, “Spoiled crybabies across the country are protesting against America’s golden age. Brats like them should go to prison.”","Says Elon Musk said on X, “Spoiled crybabies across the country are protesting against America’s golden age. Brats like them should go to prison.”",0.03302824284867829,Negative,https://www.politifact.com/factchecks/2025/feb/21/viral-image/no-this-isnt-an-authentic-x-post-from-elon-musk-ca/,Viral image
“The very LIBERAL 9th Circuit Court has ruled that 84 of Biden's last-minute pardons are unconstitutional.”,“The very LIBERAL 9th Circuit Court has ruled that 84 of Biden's last-minute pardons are unconstitutional.”,0.0,Positive,https://www.politifact.com/factchecks/2025/feb/21/facebook-posts/claims-about-a-judge-declaring-joe-bidens-pardons/,Facebook posts
Video shows Barron Trump singing on “America’s Got Talent.”,Video shows Barron Trump singing on “America’s Got Talent.”,0.041532123295265615,Negative,https://www.politifact.com/factchecks/2025/feb/21/facebook-posts/no-this-isnt-an-authentic-video-of-barron-trump-on/,Facebook posts
“You either have XX or XY chromosomes. Those are the options.”,“You either have XX or XY chromosomes. Those are the options.”,0.0,Negative,https://www.politifact.com/factchecks/2025/feb/21/nancy-mace/rep-nancy-mace-is-wrong-not-all-people-are-born-wi/,Nancy Mace
"A photo shows Jonathan Simpson, the pilot of “Delta’s crash in Toronto, Canada.”","A photo shows Jonathan Simpson, the pilot of “Delta’s crash in Toronto, Canada.”",0.041532123295265615,Negative,https://www.politifact.com/factchecks/2025/feb/20/threads-posts/is-this-the-pilot-from-the-delta-air-lines-crash-n/,Threads posts
“Elon Musk just ordered all federal workers to be tested for drugs and those that fail have 30 days to retest clean or be fired.”,“Elon Musk just ordered all federal workers to be tested for drugs and those that fail have 30 days to retest clean or be fired.”,0.036514345399809814,Negative,https://www.politifact.com/factchecks/2025/feb/20/threads-posts/elon-musk-hasnt-ordered-all-federal-workers-to-be/,Threads posts
Volodymyr Zelenskyy “started” the war in Ukraine with Russia.,Volodymyr Zelenskyy “started” the war in Ukraine with Russia.,0.0,Negative,https://www.politifact.com/factchecks/2025/feb/19/donald-trump/did-ukraine-start-its-war-with-russia-as-president/,Donald Trump
